index,instansi,sinonim,pred,prob
19834,kanreg vi bkn medan,kanreg vi bkn medan,1,0.996235191822052
19933,pt perkebunan nusantara,pt perkebunan nusantara holding persero,1,0.9962486624717712
401,pt bgr,pt kayreach system,1,0.943198263645172
1182,bgr indonesia,pt huawei tech investment huawei indonesia corporate affairs,1,0.958266258239746
1332,kementerian desa,ketua pokmas desa putak,0,0.9776855111122132
1475,pt smf,pt kuarta,1,0.9751830101013184
1735,perum lembaga kantor berita nasional antara,kantor notaris hengky budi,0,0.9657261967658995
2180,pemkab nias barat,bkpsdm kabupaten nias barat,1,0.9987195730209352
2260,pemprov ntb,dinas dispora ntb,1,0.959169328212738
2697,pt virama karya persero,pt anggoro karya,0,0.9960026144981384
2842,pt smf,pt usu hydra power,1,0.9295287132263184
3105,pemerintah kota malang,politeknik pembangunan pertanian malang,0,0.998144030570984
3106,pemkab jombang,klinik mata jombang,1,0.7685990929603577
3109,"Bukan instansi BUMN, Kementerian, Pemerintah",lab kalibrasi,0,0.7721129655838013
3113,pt jasa marga,vendor penyedia jasa billboard,0,0.9847880601882936
3161,pt bgr,pt kredit pintar indonesia,1,0.7982898950576782
3716,bri cabang temanggung,pd bpr bkk temanggung,1,0.9944342970848083
3877,pt dkb,pt bank danamon indonesia tbk,1,0.9263188242912292
4363,komisi pemberantasan korupsi,komisi pemberantasan korupsi,1,0.9975507855415344
4383,nasabah bank mandiri pemilik toko parfum,pemilik,0,0.9562963843345642
4412,kantor pos mamuju,kantor pos mamuju,1,0.9977542757987976
4418,pemkot medan,upt bp2mi medan,1,0.9952090382575988
4465,bgr indonesia,iia indonesia,1,0.96987646818161
5821,pemerintah bandung barat,pemerintah kabupaten bandung barat,1,0.999112069606781
5900,pupuk indonesia,pupuk indonesia,1,0.9983820915222168
6807,pemerintah kabupaten ogan komering ilir,pemerintah kabupaten ogan komering ilir,1,0.9981064796447754
7317,indofarma global medika,klinik parakita medika,0,0.9660404920578004
7323,kemensos ri,sekretariat ditjen linjamsos kemensos,1,0.9905726313591005
7400,pemkot cirebon,bank bjb cabang cirebon,1,0.9966071844100952
8604,pemkab jepara,pemerintah kabupaten jepara,1,0.9989295601844788
8714,badan narkotika nasional bnn,badan narkotika nasional palangkaraya,1,0.6174759864807129
8733,bni life insurance,maximus insurance,1,0.8922017812728882
8737,kementerian desa pembangunan daerah tertinggal dan transmigrasi,desa songgodadi kec petungkriyono,0,0.9953723549842834
8753,pemkab banggai laut,asn kepala bidang dikdas kab banggai laut,1,0.8320177793502808
8758,"Bukan instansi BUMN, Kementerian, Pemerintah",sekolah,0,0.9174566268920898
8776,bni divisi pengelolaan jaringan,bni,1,0.995297372341156
8850,badan pengawas obat dan makanan bpom,badan pengawas obat dan makanan,1,0.9129233360290528
8913,"Bukan instansi BUMN, Kementerian, Pemerintah",warga,0,0.9712082147598268
9174,pt telkom,pt aqua golden mississippi,0,0.9959677457809448
9346,bank bri unit prambanan,bank bri unit prambanan,1,0.9989491105079652
9460,pemerintah mojokerto,pemerintah kabupaten jombang,1,0.999182403087616
10628,pt hutama karya,pt kordon putra sinergi,0,0.99443382024765
10988,pt bgr,pt organic hans jaya,1,0.9342164397239684
11381,pt bgr,pt audie building industry,1,0.9211952090263368
11935,pt bank rakyat indonesia,pt bank rakyat indonesia,1,0.9987271428108216
12377,pemkab hulu sungai selatan,direktorat sungai danau dan penyeberangan ditjen hub darat kementerian perhubungan,0,0.9952409267425536
12508,"Bukan instansi BUMN, Kementerian, Pemerintah",bpr marunting sejahtera,0,0.8284984230995178
12516,kementerian koperasi dan ukm,kementerian koperasi dan ukm,1,0.997168242931366
12636,"Bukan instansi BUMN, Kementerian, Pemerintah",ceo panbil nature,1,0.9556276798248292
12644,kemenhub ri,wakil presiden ri,1,0.990204930305481
12726,badan nasional pencarian dan pertolongan bnpp,kantor perwakilan skk migas jawa bali madura dan nusa tenggara jabanusa,1,0.5314356684684753
12951,pemerintah banten,pemerintah provinsi banten,1,0.9990457892417908
13696,pt kiw,pt aster jaya perkasa,1,0.5705524682998657
14017,"Bukan instansi BUMN, Kementerian, Pemerintah",wajib pajak umkm harlen crochet,1,0.6425883173942566
15254,pemkab bolaang mongondow timur,pemerintah kabupaten bolaang mongondow timur,1,0.9986711740493774
15724,pemkab jayapura,inspektorat kabupaten jayapura,1,0.998257339000702
15734,pemkab gresik,koperasi karyawan keluarga besar petrokimia gresik k3pg,1,0.9939886331558228
15910,pemerintah boyolali,pemerintah kabupaten boyolali,1,0.998985469341278
16937,"Bukan instansi BUMN, Kementerian, Pemerintah",swasta,0,0.9582238793373108
17760,pemerintah kabupaten muaro jambi,pemerintah kabupaten muaro jambi,1,0.9988654851913452
18197,badan nasional pencarian dan pertolongan bnpp,kantor skk migas jawa bali madura dan nusa tenggara,1,0.564335286617279
18662,pemerintah kabupaten intan jaya,pt sinar jaya,0,0.9991745352745056
18665,kementerian pariwisata dan ekonomi kreatif,pelaku kreatif,0,0.98995041847229
18666,"Bukan instansi BUMN, Kementerian, Pemerintah",notaris rindiana larasati shmkn,0,0.8049641847610474
18688,lpsk ri,staf ahli bapak sarmudji dpr ri komisi vi,1,0.9452606439590454
19534,pemprov sumatera barat,pemerintah provinsi sumatera barat,1,0.9986327290534972
19721,pt pos indonesia,pt bangun inti sukses indonesia,0,0.9982648491859436
189,pt indah karya,cv sinar pelangi indah,0,0.9940294027328492
242,bri cabang temanggung,bri cabang temanggung,1,0.9981529116630554
302,bgr indonesia,indonesia power,1,0.9899423122406006
637,pemkot singkawang,dinas pendidikan dan kebudayaan kota singkawang,1,0.9677175283432008
1445,pemerintah kabupaten muko muko,pemerintah kabupaten bombana,1,0.9988598823547364
1839,"Bukan instansi BUMN, Kementerian, Pemerintah",aqua golden mississippi,0,0.954783022403717
1840,"Bukan instansi BUMN, Kementerian, Pemerintah",pramita laboratorium klinik,0,0.8939258456230164
1936,pupuk indonesia,universitas islam indonesia,0,0.9976032376289368
2131,pt pertamina,pt mutiara bahagia abadi,0,0.997351884841919
2790,pemerintah kabupaten konawe,tim kabupaten kota kreatif pacitan dan umkm,0,0.999036192893982
3428,pln persero,pt pln batubara,1,0.998706579208374
3763,pt penjaminan infrastruktur indonesia persero,pt penjaminan infrastruktur indonesia,1,0.9988681077957152
4021,pemkab pulau morotai,kecamatan pulau pinang,0,0.9978579878807068
4056,pt bgr,pt galuh citarum,1,0.9806216359138488
4880,reasuransi indonesia utama,pt reasuransi indonesia utama,1,0.9987953901290894
5380,pt geo dipa energi persero,pt geo dipa energi persero,1,0.9984622001647948
5602,pusat pelaporan dan analisis transaksi keuangan,pusat pelaporan dan analisis transaksi keuangan,1,0.9958257675170898
6438,pemerintah kota metro,pemerintah kota metro,1,0.998794436454773
6871,pemkot magelang,pt nasmoco magelang,1,0.9908348321914672
6919,pt bgr,direktur pengawas umum pt kartika cipta indonesia,1,0.510944128036499
7469,kementerian pendidikan kebudayaan riset dan teknologi,direktorat jenderal pendidikan tinggi riset dan teknologi,0,0.995779275894165
7537,"Bukan instansi BUMN, Kementerian, Pemerintah",dtcc,1,0.9753625988960266
7842,pt indah karya persero,pt mega rosadela propertindo,0,0.9945344924926758
7920,kementerian koperasi dan ukm,koperasi nusantara,0,0.9966712594032288
7945,pemerintah kabupaten bener meriah,desa sendangsari kecamatan bener,0,0.995944321155548
7972,pt bgr,pt semen gresik persero tbk,1,0.9868017435073853
8490,"Bukan instansi BUMN, Kementerian, Pemerintah",instalatir,0,0.8251463174819946
8494,pt hotel indonesia natour persero,hotel harris,0,0.993893027305603
8711,pemerintah kabupaten bangka,pemerintah desa bolobungkang,0,0.9994475245475768
9253,"Bukan instansi BUMN, Kementerian, Pemerintah",rs siloam sriwijaya,0,0.7751542329788208
9637,pemerintah kabupaten empat lawang,pt lawang agung sakti,0,0.997991681098938
10459,pemprov nusa tenggara barat,pemerintah provinsi nusa tenggara barat,1,0.9986202716827391
10550,pt superintending company of indonesia,chairman of tosyali holding,1,0.5099714994430542
10554,"Bukan instansi BUMN, Kementerian, Pemerintah",kemenaker,0,0.7275484204292297
10621,bkkbn provinsi sulawesi utara,bps provinsi sulawesi utara,1,0.9989590644836426
10705,badan pengelola keuangan haji,unit pengelola kegiatan dana amanah pemberdayaan masyarakat kec gebang,0,0.9958666563034058
10715,"Bukan instansi BUMN, Kementerian, Pemerintah",bethsaida hospital,1,0.8624906539916992
10720,pt survai udara penas persero,pusbang sdm udara,0,0.97567218542099
10724,pt perusahaan listrik negara,mitra perusahaan,0,0.9945337772369384
11184,pemkab mahakam ulu,bkd kabupaten mahakam ulu,1,0.9982568621635436
11190,"Bukan instansi BUMN, Kementerian, Pemerintah",md truttys,1,0.9699631333351136
11984,pemerintah kota bogor,pemerintah kota bogor,1,0.9987568855285645
12146,badan pengusahaan batam bp batam,badan pengusahaan batam bp batam,1,0.99850594997406
12154,"Bukan instansi BUMN, Kementerian, Pemerintah",perorangan,0,0.8991976976394653
12273,pemkot palembang,bappeda kota palembang,1,0.9986575841903688
12479,pt bio farma indonesia,pt pembangkitan jawabali pt pjb,1,0.9883997440338136
12657,bpjs kesehatan,bpjs kesehatan,1,0.9983454942703248
13089,bgr indonesia,pt microsoft indonesia,1,0.5868169665336609
13499,pt telkom,pt aneka jasa grhadika,0,0.9941483736038208
13646,energi management indonesia,panin asset management,0,0.9945818781852722
13699,pt indra karya,pt karunia bersama sejahtera,0,0.9978004097938538
14031,pemkab kapuas hulu,polres kapuas hulu,1,0.9938149452209472
14108,kementerian perdagangan,kementerian perdagangan,0,0.997511386871338
14134,bri kantor pusat,bri kantor pusat,1,0.9977387189865112
14251,kementerian sekretariat negara,kementerian sekretariat negara,1,0.9982748031616212
14297,pemerintah kabupaten seram bagian barat,subbagian tata laksana bagian oki djkn,0,0.9737535119056702
14299,pt superintending company of indonesia,head of partnership siloam group,0,0.74459308385849
14311,kementerian desa,kementerian sosial,0,0.99915874004364
14920,pt pal indonesia persero,pt pal indonesia persero,1,0.9987918734550476
15109,pt bgr,pt timah persero tbk,1,0.8252604007720947
15618,satuan kerja khusus pelaksana kegiatan usaha hulu minyak dan gas bumi skk migas,bumi sindang panon,0,0.997855007648468
15619,"Bukan instansi BUMN, Kementerian, Pemerintah",kecamatan lebakwangi,0,0.9829140305519104
15725,pemprov jawa barat,dekranasda provinsi kalimantan barat,1,0.9749488234519958
16083,pt kimia farma persero tbk,pt kimia farma persero tbk,1,0.9985180497169496
16364,pemerintah temanggung,bank surya yudha temanggung,0,0.9967212080955504
16385,pt bank tabungan negara,pt bank tabungan negara persero tbk,1,0.9975402355194092
17238,pemerintah kota yogyakarta,pemerintah kota yogyakarta,1,0.998985469341278
17871,mahkamah konstitusi,mahkamah konstitusi,1,0.9983664155006408
17876,"Bukan instansi BUMN, Kementerian, Pemerintah",ukiran kayu subraman ud bravisga,0,0.9639906287193298
17949,pt kiw,pt arthatel,1,0.918448567390442
18259,pemkot banjar,smkn banjar komite sekolah,1,0.6368009448051453
18264,"Bukan instansi BUMN, Kementerian, Pemerintah",cv berkah solo,0,0.8458421230316162
18268,pt perusahaan listrik negara,perusahaan swasta,0,0.9954860806465148
18635,pt wijaya karya persero tbk,pt pelita mekar semesta,0,0.9978777170181274
18668,pln batubara pln bb,pln batubara pln bb,1,0.9985839128494264
19483,pemerintah kabupaten muko muko,pemerintah kabupaten,1,0.9962562322616576
19901,pt bgr,pt griya persada pangestu,1,0.6930831670761108
517,pt telkom,pt sentral utama teknikal mandiri,0,0.9961883425712584
659,"Bukan instansi BUMN, Kementerian, Pemerintah",ptt,0,0.7783553004264832
660,"Bukan instansi BUMN, Kementerian, Pemerintah",perkumpulan,0,0.6265233755111694
791,pemerintah kabupaten mamuju tengah,pengelola global fund tv dinas kesehatan provinsi jawa tengah,0,0.9974144697189332
821,pt bgr,pt elbana abadi jaya,1,0.6309990286827087
1188,"Bukan instansi BUMN, Kementerian, Pemerintah",pengusaha wiraswasta,0,0.9015170335769652
1239,bank rakyat indonesia,bank rakyat indonesia,1,0.998101770877838
1441,kemen pupr,pupr,1,0.9986903071403505
1477,bp2mi jawa barat,pengadilan negeri jakarta barat,1,0.8020938634872437
1557,pt pertamina patra niaga,pertamina patra niaga,1,0.9987842440605164
1720,pt dkb,pt bank pembangunan daerah jawa timur tbk,1,0.9669288992881776
2249,pt sarana multigriya,pt swadharma sarana informatika,0,0.9968444108963012
2502,pemerintah kabupaten karanganyar,gp farmasi karanganyar,0,0.9944580793380736
2575,pt kiw,pt rizky bumi balangan,1,0.980819284915924
3336,pemkab malinau,dprd kabupaten malinau,1,0.8620101809501648
3338,"Bukan instansi BUMN, Kementerian, Pemerintah",developer grand pesona,0,0.908647358417511
3462,pt vtp,pt palawi risorsis,1,0.6788323521614075
4920,pemerintah kabupaten pamekasan,pemerintah kabupaten pamekasan,1,0.998774230480194
4953,bank mandiri taspen,bank jago,0,0.9972233772277832
4974,pemerintah kabupaten pidie jaya,cv jaya setya plastik,0,0.9969831109046936
4979,indofarma global medika cabang,tim bahasa global,0,0.9687369465827942
5006,pt bgr,pt edco putra jaya,1,0.6262016892433167
5373,"Bukan instansi BUMN, Kementerian, Pemerintah",lurah,0,0.5656141638755798
5400,pemprov kalimantan tengah,stah dharma sentana sulawesi tengah,1,0.969614803791046
5428,"Bukan instansi BUMN, Kementerian, Pemerintah",cv mega digital,1,0.7230409979820251
5455,pt bgr,pt kereta commuter indonesia,1,0.7927616238594055
6012,indah karya,rs pondok indah,0,0.9889777302742004
7211,pemkab sidoarjo,pemerintah kabupaten sidoarjo,1,0.9989235997200012
7325,pemerintah provinsi maluku,dinas koperasi dan umkm provinsi sulawesi utara,0,0.9987615346908568
7754,pt pertamina persero,pt pertamina,1,0.9980074763298036
7819,pemerintah kabupaten penukal abab lematang ilir,mantan kades gemidar ilir,0,0.996547281742096
7960,pt smf,pt asuransi central asia cabang banjarmasin,1,0.9971156120300292
8812,pemkab dairi,badan keuangan dan aset daerah pemkab dairi,1,0.9812715649604796
10040,pemkab pesisir selatan,pemerintah kabupaten pesisir selatan,1,0.9988221526145936
10114,bni life,bni life,1,0.9983060359954834
10125,"Bukan instansi BUMN, Kementerian, Pemerintah",ppk kemayoran,1,0.9181638956069946
10367,pt wijaya karya industri konstruksi,nestle dan pt beton,0,0.991902768611908
10655,pemprov jawa tengah,balai keselamatan kerja provinsi jawa tengah,1,0.9240199327468872
10704,kacab bri samarinda 1,sdn sambeng 1,0,0.5651993155479431
10735,pemkot palembang,bca cabang palembang,1,0.9979369640350342
10739,pemprov sumatera barat,wakil gubernur sumatera barat,1,0.980355143547058
12015,pemkab karawang,pemerintah kabupaten karawang,1,0.9985554814338684
12018,"Bukan instansi BUMN, Kementerian, Pemerintah",x digital dokumen,0,0.5522269606590271
12020,badan tenaga nuklir nasional batan,batan brin,1,0.9786869883537292
12021,"Bukan instansi BUMN, Kementerian, Pemerintah",kppbc tmp merak,1,0.6458870768547058
12125,pemerintah kabupaten mojokerto,pemkot mojokerto,1,0.9993269443511964
12128,pemkab ngawi,rsat kab ngawi,1,0.9948719143867492
12131,"Bukan instansi BUMN, Kementerian, Pemerintah",advokat,0,0.917206645011902
12132,pemkab tegal,universitas pancasakti tegal program pascasarjana,0,0.9944072961807252
12394,pt telkom pcc,pt gudang garam pt tri sakti purwosari,0,0.9951057434082032
12602,badan penyelenggara jaminan sosial ketenagakerjaan,badan penyelenggara jaminan sosial ketenagakerjaan,1,0.9962921142578124
12731,pemkot bandung,dukcapil kota bandung,1,0.9927905797958374
12742,"Bukan instansi BUMN, Kementerian, Pemerintah",wiraswasta,0,0.9267576336860656
12743,"Bukan instansi BUMN, Kementerian, Pemerintah",ibu rumah tangga,0,0.7737837433815002
12744,"Bukan instansi BUMN, Kementerian, Pemerintah",kppbc tmp belawan,0,0.7164535522460938
12745,"Bukan instansi BUMN, Kementerian, Pemerintah",sucor sekuritas,1,0.7447386384010315
12746,ombudsman republik indonesia,ombudsman republik indonesia,1,0.9967982172966005
12969,pt biro klasifikasi indonesia persero cabang cirebon,bsi cabang parepare,1,0.9964422583580016
13083,pemerintah kabupaten lampung timur,bank pembangunan daerah bpd lampung,0,0.9984581470489502
13479,pemerintah kabupaten puncak jaya,pt sinar berlian jaya utama andoko abdi,0,0.9972317814826964
13490,kementerian luar negeri,sekolah dasar negeri 33 talang ubi,0,0.991747498512268
13491,"Bukan instansi BUMN, Kementerian, Pemerintah",ksp credit union keling kumang,1,0.9016841053962708
13946,penjaminan infrastruktur indonesia,pt twink indonesia,1,0.997003734111786
14339,pt angkasa pura i persero,pt angkasa pura i persero,1,0.9988656044006348
15059,kejaksaan negeri kota kediri,bkd kabupaten probolinggo bkpsdm kota kediri,1,0.9955897331237792
15187,pemerintah kabupaten tegal,smk nu 1 islamiyah kramat tegal,0,0.9968940019607544
15193,kementerian dalam negeri,sma negeri jumapolo,0,0.9937259554862976
15335,pt smf,pt swa medika,1,0.9772650003433228
15585,pemerintah provinsi di yogyakarta,objek pemeriksaan desa di kecamatan tasikmadu,0,0.9966040849685668
16057,pemkot sukabumi,pt semen jawa dan pt tambang semen sukabumi,1,0.9843268990516664
17324,pemerintah kabupaten hulu sungai selatan,pemerintah kabupaten hulu sungai selatan,1,0.9989303946495056
17348,pemprov bali,itp markandeya bali,1,0.9869381189346312
17782,pemkot banjarmasin,pt asuransi ramayana cabang banjarmasin,1,0.99555641412735
18222,pemerintah kota tarakan,pemerintah desa kalangan kecamatan gemolong kabupaten sragen,0,0.9992730021476746
19283,pt garuda indonesia persero tbk,pt garuda ukn,1,0.9975048899650574
19754,jamkrindo,pt jamkrindo kanwil vii banjarmasin,1,0.9887394905090332
561,pemerintah kabupaten serang,pemerintah kabupaten serang,1,0.9986295700073242
1057,bank mandiri cabang gunungsari,bank mandiri cabang gunungsari,1,0.9980620741844176
1814,pemerintah kabupaten malinau,pemerintah kabupatan malinau,1,0.9987137317657472
1858,bgr indonesia,asosiasi blockchain indonesia,1,0.6560354828834534
2008,pt pegadaian,pegadaian,1,0.9948463439941406
2284,pt indonesia asahan aluminium persero,pt tkdn,1,0.99841570854187
2421,bri cabang maros,bri cabang maros,1,0.9981693029403688
2848,pemkot balikpapan,pt ssi balikpapan,1,0.9976575374603271
3041,bank indonesia bi,kantor perwakilan bank indonesia perwakilan kalimantan selatan,1,0.6427212953567505
3989,pemerintah kabupaten morowali,panitia dari badan perencanaan pembangunan penelitian dan pengembangan daerah pemerintah provinsi jawa tengah untuk fgd pemulihan ekonomi akibat dampak covid19 dan perubahan geopolitik di bidang ketahanan energi,0,0.9840781688690186
4253,perseta asabri pensiunan polri,peserta asabri pensiunan polri,1,0.9944406151771544
4293,pt taspen,pt taspen,1,0.998387575149536
4719,pt kiw,pt takaya,1,0.9206199645996094
5041,bank bni kantor cabang karawang,pegawai bank,1,0.589443027973175
5078,pemprov jateng,bpd jateng capem ngadirejo,1,0.8543461561203003
5219,pt smf,pt hariff,1,0.9861193895339966
5856,pt perusahaan gas negara persero tbk,pt perusahaan gas negara persero tbk,1,0.9987908005714417
6059,pt btn,btn,1,0.9962990880012512
6069,pemkab cianjur,dprd cianjur,1,0.9825482368469238
6507,pt hutama karya persero,pt hutama karya persero,1,0.998641073703766
6645,"Bukan instansi BUMN, Kementerian, Pemerintah",ok oce,1,0.914795994758606
6646,"Bukan instansi BUMN, Kementerian, Pemerintah",upk pnpm mpd kec loano,0,0.8240193724632263
6647,"Bukan instansi BUMN, Kementerian, Pemerintah",kpj medica,1,0.98150634765625
6648,"Bukan instansi BUMN, Kementerian, Pemerintah",buruh harian,0,0.9233074188232422
7366,pt garuda indonesia persero tbk,pt garuda indonesia persero tbk,1,0.9986043572425842
7403,pt bgr,pt golden compas indonesia,1,0.8002310991287231
8423,pemkab nias barat,bkd kabupaten nias barat,1,0.9981802701950072
8481,pemkot mojokerto,kepala man 2 mojokerto,1,0.9971153736114502
8486,pemkot blitar,walikota blitar,1,0.9989663362503052
8513,pt berdikari,pt sapta sarana sejahtera,0,0.9985583424568176
9339,pemkab gorontalo utara,kadis pppa kabupaten gorontalo utara,1,0.9242400527000428
10598,pemkab tanggamus,pemerintah kabupaten tanggamus,1,0.998974084854126
10603,balai pustaka,balai penyuluhan pertanian kecamatan pakuniran,0,0.9946699738502502
11806,pemkab malinau,pemerintah kabupaten malinau,1,0.9987375140190125
12266,pemerintah kabupaten tanggamus,pemerintah desa kedawong diwek,0,0.9990733861923218
13441,pemkot mojokerto,pemerintah kota mojokerto,1,0.9992881417274476
13516,pt kiw,pt kebon agung,1,0.919600248336792
13828,"Bukan instansi BUMN, Kementerian, Pemerintah",yayasan nur saadah dimyati,0,0.7700256109237671
13830,pemerintah kabupaten aceh besar,duta besar qatar,0,0.9980806112289428
13831,kacab bri samarinda 1,smk 1 pinrang,1,0.7556819319725037
14276,pemkab tanggamus,bappeda kabupaten tanggamus,1,0.9937819838523864
14279,anggota dpr,anggota dpr ri,1,0.9972587823867798
14321,asuransi jasindo,asuransi sinarmas,0,0.9890632033348083
14329,badan keamanan laut,badan pengawasan,0,0.9962170720100404
14391,pemkot lhokseumawe,danlanal lhokseumawe,1,0.9966225624084472
14395,pemkab maros,kajari maros,1,0.8598159551620483
15595,pemkab musi rawas,pemerintah kabupaten musi rawas,1,0.9989781379699708
15630,pt bgr,pt hexing technology,1,0.9247040152549744
15986,"Bukan instansi BUMN, Kementerian, Pemerintah",cv nuansa kreasindo,0,0.9209725856781006
15989,dewan ketahanan nasional,dewan perwakilan rakyat,0,0.997728168964386
16409,pt bank tabungan negara,pt bank tabungan negara,1,0.9987460374832152
16883,pt taman wisata candi borobudur prambanan dan ratu boko,pt taman wisata candi borobudur prambanan dan ratu boko persero,1,0.99826580286026
17100,pemkot palangkaraya,bahalap hotel palangkaraya,1,0.9802727699279784
17111,pemkot padang,pegawai bbpom di padang,1,0.9474815130233764
17631,pemerintah kabupaten manggarai barat,dispar kabupaten manggarai barat,1,0.9885100722312928
18059,pt jakarta industrial estate pulogadung,pt jakarta industrial estate pulogadung,1,0.9989000558853148
18066,pemerintah kota surakarta,universitas slamet riyadi surakarta,0,0.9962448477745056
18070,bank negara indonesia,pegawai bank negara indonesia,1,0.9937788844108582
18456,pemerintah kota bau bau,pemerintahan kota,1,0.997873067855835
18676,pt telkom indonesia,pt pesona purnama,0,0.9976354837417604
19114,pt surveyor indonesia,pt surveyor indonesia,1,0.9988069534301758
19454,perum perhutani divisi regional jawa barat dan banten,rustini hartati sh mkn dan staf,1,0.6715604066848755
19516,pt jiwasraya,pt impala akbarindo penyedia jasa outsourcing cleaning services,0,0.989532232284546
298,pt indra karya,pt cipta karya millenia kalsel,0,0.9967721104621888
620,pemerintah kabupaten lampung selatan,dinas penanaman modal dan pelayanan terpadu satu pintu kabupaten pelalawan,0,0.9992017149925232
881,lembaga kebijakan pengadaan barang jasa pemerintah lkpp,lembaga penyelenggara pelatihan dan seminar,0,0.9925395846366882
956,primissima batik,sila butik batik,0,0.8024219870567322
1261,pt indah karya persero,pt global mandiri ekapratama,0,0.997409164905548
1514,pemerintah kabupaten boyolali,dinas koperasi dan ukm kabupaten subang,0,0.9992708563804626
3104,pemerintah kabupaten sumba tengah,pemerintah kabupaten sumba tengah,1,0.9991014003753662
3112,"Bukan instansi BUMN, Kementerian, Pemerintah",itb,0,0.7046687006950378
3113,pemprov kaltim,tribun kaltim,1,0.9637203216552734
3133,pemkot jakarta selatan,dpd himperra kalimantan selatan,1,0.8595112562179565
3570,jamkrindo,pt jamkrindo cabang samarinda,1,0.9970646500587464
3620,lembaga kebijakan pengadaan barang jasa pemerintah,penyedia jasa instalatir listrik,0,0.9883204698562622
3638,"Bukan instansi BUMN, Kementerian, Pemerintah",postobello,1,0.8121175169944763
3655,bni divisi solusi ritel,bni divisi solusi ritel,1,0.998655080795288
4105,pt angkasa pura ii persero,pt angkasa pura ii persero,1,0.998766541481018
4210,pemkot ambon,hotel santika ambon,1,0.8910823464393616
4212,"Bukan instansi BUMN, Kementerian, Pemerintah",wajib pajak,0,0.927818775177002
4213,"Bukan instansi BUMN, Kementerian, Pemerintah",uptd puskesmas padurenan,0,0.975587785243988
4214,"Bukan instansi BUMN, Kementerian, Pemerintah",pihak swasta,0,0.6320316791534424
4215,"Bukan instansi BUMN, Kementerian, Pemerintah",jamsostek,0,0.891197144985199
4468,pt twc,pt medika maesindo global,1,0.5817140340805054
4742,pt smf,pt arkiatama dan arbasel,1,0.6506378650665283
5097,badan nasional pencarian dan pertolongan bnpp,kantor skk migas jawa bali madura dan nusa tenggara jabanusa,1,0.708560585975647
5353,pt wijaya karya bitumen,pt busana remaja agracipta,0,0.9947026371955872
5554,"Bukan instansi BUMN, Kementerian, Pemerintah",perumda,0,0.5776386857032776
5555,pemkot banjarmasin,rs ciputra banjarmasin,1,0.8887952566146851
5557,perpustakaan nasional ri,dinas perpustakaan,0,0.9949626922607422
5583,bri custody,bri custody,1,0.9975696206092834
5703,pemerintah kota padang,perumahan villa kota intan,0,0.9986920952796936
5823,bnsp republik indonesia,oy indonesia,1,0.9951038360595704
6013,indonesia re,ikatan kosultan pajak indonesia ikpi cabang jakarta barat,1,0.9078118205070496
6619,pemkab temanggung,pt cjwi temanggung,1,0.9959743618965148
6705,pemerintah pamekasan,pemerintah kabupaten sumenep,1,0.9989474415779114
7826,kejaksaan negeri kota kediri,kepala seksi intelejen kejaksaan negeri kota kediri,1,0.9949786067008972
8785,pemerintah jawa tengah,pemerintah provinsi jawa tengah,1,0.9989460110664368
10033,pemerintah kabupaten bojonegoro,pemerintah kabupaten bojonegoro,1,0.9988719820976256
10034,"Bukan instansi BUMN, Kementerian, Pemerintah",notaris,0,0.8455537557601929
11237,pemerintah kabupaten luwu utara,pemerintah kabupaten luwu utara,1,0.999143362045288
11306,"Bukan instansi BUMN, Kementerian, Pemerintah",kecamatan pulomerak,0,0.9821866750717164
11309,pemerintah serang,disnaker kab serang,1,0.9960830211639404
11339,pt bgr,pt rekamitra cipta tambang,1,0.6506891846656799
11704,pemerintah kabupaten pidie jaya,lima jaya lestari,0,0.9989076852798462
11708,"Bukan instansi BUMN, Kementerian, Pemerintah",penerbit gramedia,0,0.8980528116226196
11709,pemkab jombang,rsud jombang,1,0.8855761885643005
11753,pt danareksa,pt zurich topas life,0,0.9959422945976256
12096,jasa tirta ii,pejabat lelang kelas ii,0,0.9461140632629396
12548,pemkab garut,sekda kabupaten garut pns,1,0.6341693997383118
12614,pemerintah gorontalo utara,badan penyelesaian sengketa konsumen gorontalo,0,0.9989878535270692
12623,"Bukan instansi BUMN, Kementerian, Pemerintah",bloomberg,1,0.8736908435821533
12624,inspektorat jenderal tni,waki konsultan jenderal cina,0,0.9598538279533386
13061,pemerintah kabupaten kolaka,dinas pemberdayaan masayrakat dan desa kabupaten semarang,0,0.9989282488822936
13294,pt dkb,pt finnet indonesia,1,0.903228759765625
13713,kementerian koperasi dan usaha kecil dan menengah,koperasi,0,0.9948766827583312
14140,adhi karya,pt adhi karya,1,0.9804865717887878
14159,pemerintah sidoarjo,kodim sidoarjo,1,0.998630166053772
14161,nasabah bank mandiri pemilik toko parfum,toko central cctv,0,0.9012017250061036
14178,pt asuransi kredit indonesia persero,bosowa asuransi,0,0.9965921640396118
14635,pemkab banggai laut,bagian organisasi setda kabupaten banggai laut,1,0.9844722151756288
14663,kepolisian daerah provinsi di yogyakarta,kepolisian daerah provinsi di yogyakarta,1,0.9986467957496644
14730,"Bukan instansi BUMN, Kementerian, Pemerintah",bankaltimtara,1,0.8805118203163147
14803,pt kiw,pt keska lestari,1,0.8592948317527771
15113,pt krakatau steel,the indonesian iron steel industry association iisia,1,0.8645167350769043
15116,kementerian desa,mantan pj kepala desa kalidandan,0,0.9969580173492432
