instansi,status,reference,similiarity
pemerintah kabupaten lombok barat,no,pemerintah kabupaten lombok utara,0.9565747380256653
pemerintah kabupaten lombok barat,no,pemkab lombok utara,0.7770208120346069
pemerintah kabupaten lombok barat,no,pemkab lombok timur,0.7888179421424866
pemerintah kabupaten lombok barat,no,pemerintah kabupaten lombok timur,0.9623063206672668
pemerintah kabupaten lombok utara,no,pemkab lombok tengah,0.7916036248207092
pemerintah kabupaten lombok utara,no,pemerintah kabupaten lombok barat,0.9565747380256653
pemerintah kabupaten lombok utara,no,pemkab lombok barat,0.8349800705909729
pemerintah kabupaten lombok utara,no,pemerintah kabupaten lombok tengah,0.9374176859855652
pemerintah kabupaten lombok utara,yes,pemkab lombok utara,0.8484439849853516
pemerintah kabupaten lombok utara,no,pemerintah kabupaten lombok timur,0.9614100456237793
pemerintah kabupaten lombok utara,no,pemkab lombok timur,0.8189240097999573
pemerintah kabupaten nabire,no,partai ummat kabupaten nabire,0.7288376688957214
pemerintah kabupaten nabire,yes,pemkab nabire,0.7940486669540405
pemerintah kabupaten nabire,no,bps kabupaten nabire,0.8991342186927795
pemerintah kabupaten nabire,no,badan pusat statistik kabupaten nabire,0.6708230376243591
pemerintah kabupaten nagekeo,no,natgeo,0.39542922377586365
pemerintah kabupaten nagekeo,yes,pemkab nagekeo,0.848159909248352
pemerintah kabupaten natuna,no,laut natuna,0.7080240845680237
pemerintah kabupaten natuna,yes,pemkab natuna,0.8253920078277588
pemerintah kabupaten nunukan,no,pemerintah kabupaten pasuruan,0.7101724743843079
pemerintah kabupaten nunukan,no,pemkab pasuruan,0.5705161094665527
pemerintah kabupaten nunukan,yes,pemkab nunukan,0.8332812786102295
pemerintah kabupaten sarmi,yes,pemkab sarmi,0.749603807926178
pemerintah kabupaten sarmi,no,pemerintah kabupaten seram,0.642227053642273
pemerintah kabupaten sarmi,no,pemkab seram,0.44380617141723633
pemerintah kabupaten seram bagian barat,no,pemkab seram bagian timur,0.8214768171310425
pemerintah kabupaten seram bagian barat,yes,pemkab seram bagian barat,0.8636556267738342
pemerintah kabupaten seram bagian barat,yes,pemkab seram barat,0.8029537796974182
pemerintah kabupaten seram bagian barat,yes,pemerintah kabupaten seram barat,0.9428991675376892
pemerintah kabupaten seram bagian barat,no,pemerintah kabupaten seram bagian timur,0.9743545055389404
pemerintah kabupaten seram bagian barat,no,pemerintah kabupaten seram timur,0.9141168594360352
pemerintah kabupaten seram bagian barat,no,pemkab seram timur,0.7445604205131531
pemerintah kabupaten sikka,no,kpu kabupaten sikka,0.8600448369979858
pemerintah kabupaten sikka,yes,pemkab sikka,0.7802317142486572
pemerintah kabupaten sikka,no,bps kabupaten sikka,0.8937081098556519
pemerintah kabupaten sikka,no,komisi pemilihan umum kabupaten sikka,0.7076220512390137
pemerintah kabupaten sikka,no,badan pusat statistuk kabupaten sikka,0.6814867854118347
pemerintah kabupaten simeulue,no,bps kabupaten simeulue,0.9580106139183044
pemerintah kabupaten simeulue,yes,pemkab simeulue,0.8942553400993347
pemerintah kabupaten simeulue,no,pulau simeulue,0.8574095964431763
pemerintah kabupaten simeulue,no,badan pusat statistik kabupaten simeulue,0.8349004983901978
pemerintah kabupaten tana tidung,no,pemkab tanah bumbu,0.49566853046417236
pemerintah kabupaten tana tidung,no,pemerintah kabupaten tanah laut,0.6660822033882141
pemerintah kabupaten tana tidung,yes,pemkab tana tidung,0.8176295757293701
pemerintah kabupaten tana tidung,no,pemkab tanah laut,0.4174739420413971
pemerintah kabupaten tana tidung,no,pemerintah kabupaten tanah bumbu,0.6861010789871216
pemerintah kabupaten tana tidung,yes,pemerintah ktt,0.4297567307949066
pemerintah kabupaten tolikara,no,bps kabupaten tolikara,0.9347611665725708
pemerintah kabupaten tolikara,yes,pemkab tolikara,0.8649492263793945
pemerintah kabupaten tolikara,no,badan pusat statistik tolikara,0.695466160774231
pemerintah kabupaten tolikara,no,bps tolikara,0.7743852734565735
pemerintah kabupaten tolikara,no,badan pusat statistik kabupaten tolikara,0.7435263395309448
pemerintah kabupaten yahukimo,yes,pemkab yahukimo,0.8378463983535767
pemerintah kabupaten yahukimo,no,pemkab yalimo,0.5028642416000366
pemerintah kabupaten yahukimo,no,pemerintah kabupaten yalimo,0.7171383500099182
pemerintah kota banda aceh,no,pemkab aceh besar,0.7055484056472778
pemerintah kota banda aceh,no,pemerintah kabupaten aceh tengah,0.7372691035270691
pemerintah kota banda aceh,yes,pemkot banda aceh,0.8075516223907471
pemerintah kota banda aceh,no,pemerintah provinsi nanggroe aceh darusalam,0.6670708656311035
pemerintah kota banda aceh,no,pemkab aceh tengah,0.6805096864700317
pemerintah kota banda aceh,no,pemerintah kota bandar lampung,0.7474110722541809
pemerintah kota banda aceh,no,pemerintah kabupaten aceh jaya,0.745291531085968
pemerintah kota banda aceh,no,pemkab aceh barat,0.6956486701965332
pemerintah kota banda aceh,no,pemerintah kabupaten aceh barat,0.7037079930305481
pemerintah kota banda aceh,no,pemerintah kabupaten aceh timur,0.7357208132743835
pemerintah kota banda aceh,no,pemkab aceh jaya,0.672002375125885
pemerintah kota banda aceh,no,pemkot bandar lampung,0.6006357669830322
pemerintah kota banda aceh,no,pemkab aceh timur,0.6894968748092651
pemerintah kota banda aceh,no,pemerintah kabupaten aceh selatan,0.720535397529602
pemerintah kota banda aceh,no,pemkab aceh tamiang,0.6448202133178711
pemerintah kota banda aceh,no,pemerintah kabupaten aceh tamiang,0.6916813850402832
pemerintah kota banda aceh,no,pemkab aceh barat daya,0.6503636837005615
pemerintah kota banda aceh,no,pemerintah kabupaten aceh barat daya,0.682965099811554
pemerintah kota banda aceh,no,pemkab aceh singkil,0.6218628883361816
pemerintah kota banda aceh,no,pemerintah kabupaten aceh singkil,0.7020888924598694
pemerintah kota banda aceh,no,pemkab aceh selatan,0.6734557151794434
pemerintah kota banda aceh,no,pemkab aceh tenggara,0.6964477300643921
pemerintah kota banda aceh,no,pemerintah kabupaten aceh tenggara,0.7518875002861023
pemerintah kota banda aceh,no,pemkab aceh utara,0.6766940951347351
pemerintah kota banda aceh,no,pemerintah kabupaten aceh utara,0.7282270789146423
pemerintah kota banda aceh,no,pemerintah kabupaten aceh besar,0.7371156811714172
pemerintah kota banda aceh,no,pemprov nanggroe aceh darusalam,0.6001173257827759
pemerintah kota batam,no,pemerintah kota mataram,0.7454173564910889
pemerintah kota batam,no,batan,0.2098507136106491
pemerintah kota batam,no,pemkot mataram,0.5209468603134155
pemerintah kota batam,yes,pemkot batam,0.7865267395973206
pemerintah kota ternate,yes,pemkot ternate,0.7542334198951721
pemerintah kota ternate,no,kesultanan ternate,0.6839590072631836
pemerintah provinsi kalimantan selatan,yes,pemprov kalimantan selatan,0.7568103671073914
pemerintah provinsi kalimantan selatan,yes,pemerintah provinsi kalsel,0.8411036133766174
pemerintah provinsi kalimantan selatan,yes,pemprov kalsel,0.5681003928184509
pemerintah provinsi kalimantan selatan,no,pemerintah provinsi kalimantan tengah,0.9326162934303284
pemerintah provinsi kalimantan selatan,no,pemprov kalimantan utara,0.7217816710472107
pemerintah provinsi kalimantan selatan,no,pemerintah provinsi kalimantan timur,0.9490787982940674
pemerintah provinsi kalimantan selatan,no,pemprov kalimantan timur,0.727266788482666
pemerintah provinsi kalimantan selatan,no,pemprov kalimantan tengah,0.6934576630592346
pemerintah provinsi kalimantan selatan,no,pemerintah provinsi kalimantan utara,0.9663770794868469
pemerintah provinsi kepulauan bangka belitung,no,pemkab bangka,0.7028714418411255
pemerintah provinsi kepulauan bangka belitung,yes,pemprov kepulauan babel,0.7024177312850952
pemerintah provinsi kepulauan bangka belitung,yes,pemerintah provinsi kepulauan babel,0.886197030544281
pemerintah provinsi kepulauan bangka belitung,yes,pemerintah provinsi babel,0.8137196898460388
pemerintah provinsi kepulauan bangka belitung,yes,pemprov babel,0.5888978838920593
pemerintah provinsi kepulauan bangka belitung,no,pemerintah kabupaten bangka,0.821375846862793
pemerintah provinsi kepulauan bangka belitung,yes,pemprov bangka belitung,0.8070387244224548
pemerintah provinsi kepulauan bangka belitung,yes,pemerintah provinsi bangka belitung,0.9709682464599609
pemerintah provinsi kepulauan bangka belitung,yes,pemprov kepulauan bangka belitung,0.8678829073905945
pemerintah kabupaten banggai kepulauan,no,pemerintah kabupaten kepulauan talaud,0.7531335949897766
pemerintah kabupaten banggai kepulauan,no,pemerintah kabupaten banggai laut,0.9279894232749939
pemerintah kabupaten banggai kepulauan,no,pemkab banggai laut,0.6934155225753784
pemerintah kabupaten banggai kepulauan,no,pemkab banggai,0.7234846949577332
pemerintah kabupaten banggai kepulauan,yes,pemkab banggai kepulauan,0.8697866797447205
pemerintah kabupaten banggai kepulauan,no,pemerintah kabupaten banggai,0.9546441435813904
pemerintah kabupaten banggai kepulauan,no,pemerintah kabupaten kepulauan sangihe,0.7800847291946411
pemerintah kabupaten banggai kepulauan,no,pemerintah kabupaten kepulauan selayar,0.7275258302688599
pemerintah kabupaten banggai kepulauan,no,pemkab kepulauan selayar,0.6231093406677246
pemerintah kabupaten banggai kepulauan,no,pemerintah kabupaten konawe kepulauan,0.7367188930511475
pemerintah kabupaten banggai kepulauan,no,pemkab konawe kepulauan,0.6336344480514526
pemerintah kabupaten banggai kepulauan,no,pemkab kepulauan sangihe,0.6941555142402649
pemerintah kabupaten banggai kepulauan,no,pemkab kepulauan siau tagulandang biaro,0.574394702911377
pemerintah kabupaten banggai kepulauan,no,pemerintah kabupaten kepulauan mentawai,0.7543549537658691
pemerintah kabupaten banggai kepulauan,no,pemkab kepulauan mentawai,0.6507461667060852
pemerintah kabupaten banggai kepulauan,no,pemkab pangkajene kepulauan,0.5196828246116638
pemerintah kabupaten banggai kepulauan,no,pemerintah kabupaten pangkajene kepulauan,0.6675182580947876
pemerintah kabupaten banggai kepulauan,no,pemkab kepulauan meranti,0.6165608167648315
pemerintah kabupaten banggai kepulauan,no,pemerintah kabupaten kepulauan meranti,0.7452780604362488
pemerintah kabupaten banggai kepulauan,no,pemkab kepulauan talaud,0.5897324085235596
pemerintah kabupaten banggai kepulauan,no,pemerintah kabupaten kepulauan siau tagulandang biaro,0.6940462589263916
pemerintah kabupaten bolaang mongondow,no,pemerintah kabupaten bolaang mongondow timur,0.977300226688385
pemerintah kabupaten bolaang mongondow,no,pemkab bolaang mongondow timur,0.8994178175926208
pemerintah kabupaten bolaang mongondow,no,pemerintah kabupaten bolaang mongondow selatan,0.9761976003646851
pemerintah kabupaten bolaang mongondow,yes,pemkab bolaang mongondow,0.9216645956039429
pemerintah kabupaten bolaang mongondow,no,pemkab bolaang mongondow selatan,0.8950353860855103
pemerintah kabupaten bolaang mongondow,no,pemerintah kabupaten bolaang mongondow utara,0.9738783240318298
pemerintah kabupaten bolaang mongondow,no,pemkab bolaang mongondow utara,0.894662082195282
pemerintah kabupaten buton tengah,no,pemerintah kabupaten buton,0.9141632318496704
pemerintah kabupaten buton tengah,no,pemkab buton selatan,0.8016183972358704
pemerintah kabupaten buton tengah,no,pemerintah kabupaten buton selatan,0.9326717257499695
pemerintah kabupaten buton tengah,no,pemkab buton utara,0.783233642578125
pemerintah kabupaten buton tengah,no,pemerintah kabupaten buton utara,0.9324141144752502
pemerintah kabupaten buton tengah,no,pemkab buton,0.7438752055168152
pemerintah kabupaten buton tengah,yes,pemkab buton tengah,0.8508581519126892
pemerintah kabupaten dairi,yes,pemkab dairi,0.8082084059715271
pemerintah kabupaten dairi,no,pemerintah kabupaten deiyai,0.6718246340751648
pemerintah kabupaten enrekang,no,pemkab ketapang,0.38807642459869385
pemerintah kabupaten enrekang,no,pemerintah kabupaten ketapang,0.5469588041305542
pemerintah kabupaten enrekang,yes,pemkab enrekang,0.884687066078186
pemerintah kabupaten humbang hasundutan,no,pemerintah kabupaten jombang,0.49270695447921753
pemerintah kabupaten humbang hasundutan,no,pemkab jombang,0.38911667466163635
pemerintah kabupaten humbang hasundutan,yes,pemkab humbang hasundutan,0.9116961359977722
pemerintah kabupaten indragiri hilir,no,pemkab indragiri hulu,0.8808627724647522
pemerintah kabupaten indragiri hilir,no,pemerintah kabupaten indragiri hulu,0.981103777885437
pemerintah kabupaten indragiri hilir,yes,pemkab indragiri hilir,0.9008986949920654
pemerintah kabupaten konawe kepulauan,no,pemerintah kabupaten kepulauan mentawai,0.7647197842597961
pemerintah kabupaten konawe kepulauan,yes,pemkab konawe kepulauan,0.8838008642196655
pemerintah kabupaten konawe kepulauan,no,pemkab banggai kepulauan,0.6187182068824768
pemerintah kabupaten konawe kepulauan,no,pemerintah kabupaten kepulauan meranti,0.7617546916007996
pemerintah kabupaten konawe kepulauan,no,pemerintah kabupaten kepulauan selayar,0.7289000749588013
pemerintah kabupaten konawe kepulauan,no,pemerintah kabupaten konawe utara,0.9309824705123901
pemerintah kabupaten konawe kepulauan,no,pemkab kepulauan meranti,0.6283423900604248
pemerintah kabupaten konawe kepulauan,no,pemkab kepulauan siau tagulandang biaro,0.4752327501773834
pemerintah kabupaten konawe kepulauan,no,pemerintah kabupaten kepulauan siau tagulandang biaro,0.5952538847923279
pemerintah kabupaten konawe kepulauan,no,pemkab kepulauan mentawai,0.6513012051582336
pemerintah kabupaten konawe kepulauan,no,pemkab kepulauan sangihe,0.6194957494735718
pemerintah kabupaten konawe kepulauan,no,pemkab konawe,0.7959291934967041
pemerintah kabupaten konawe kepulauan,no,pemerintah kabupaten konawe selatan,0.9317851066589355
pemerintah kabupaten konawe kepulauan,no,pemerintah kabupaten kepulauan talaud,0.7220566272735596
pemerintah kabupaten konawe kepulauan,no,pemerintah kabupaten konawe,0.956256628036499
pemerintah kabupaten konawe kepulauan,no,pemkab kepulauan talaud,0.551204264163971
pemerintah kabupaten konawe kepulauan,no,pemerintah kabupaten kepulauan sangihe,0.7232421636581421
pemerintah kabupaten konawe kepulauan,no,pemkab konawe selatan,0.8059439063072205
pemerintah kabupaten konawe kepulauan,no,pemkab kepulauan selayar,0.6292813420295715
pemerintah kabupaten konawe kepulauan,no,pemerintah kabupaten banggai kepulauan,0.7367188930511475
pemerintah kabupaten konawe kepulauan,no,pemkab konawe utara,0.7980956435203552
pemerintah kabupaten konawe kepulauan,no,pemkab pangkajene kepulauan,0.5623247623443604
pemerintah kabupaten konawe kepulauan,no,pemerintah kabupaten pangkajene kepulauan,0.6954168677330017
pemerintah kabupaten labuhanbatu,no,pemerintah kabupaten labuhanbatu utara,0.9521881937980652
pemerintah kabupaten labuhanbatu,no,pemkab labuhanbatu utara,0.8370522856712341
pemerintah kabupaten labuhanbatu,yes,pemkab labuhanbatu,0.881094217300415
pemerintah kabupaten labuhanbatu,no,pemerintah kabupaten labuhanbatu selatan,0.9461564421653748
pemerintah kabupaten labuhanbatu,no,pemkab labuhanbatu selatan,0.8401919603347778
pemerintah kabupaten labuhanbatu selatan,no,pemerintah kabupaten labuhanbatu,0.9461564421653748
pemerintah kabupaten labuhanbatu selatan,no,pemkab labuhanbatu,0.8415848612785339
pemerintah kabupaten labuhanbatu selatan,no,pemkab labuhanbatu utara,0.8756752610206604
pemerintah kabupaten labuhanbatu selatan,no,pemerintah kabupaten labuhanbatu utara,0.9789239764213562
pemerintah kabupaten labuhanbatu selatan,yes,pemkab labuhanbatu selatan,0.8965470790863037
pemerintah kabupaten luwu,no,pemkab luwu utara,0.798337996006012
pemerintah kabupaten luwu,no,pemerintah kabupaten luwu utara,0.9391596913337708
pemerintah kabupaten luwu,no,pemerintah kabupaten luwu timur,0.9383261203765869
pemerintah kabupaten luwu,no,pemkab luwu timur,0.7889465093612671
pemerintah kabupaten luwu,yes,pemkab luwu,0.8048227429389954
pemerintah kabupaten maros,yes,pemkab maros,0.8293634653091431
pemerintah kabupaten maros,no,pemkab muaro,0.5480594635009766
pemerintah kabupaten maros,no,pemerintah kabupaten muaro,0.6193678975105286
pemerintah kabupaten maros,no,pemkab karo,0.5371273159980774
pemerintah kabupaten maros,no,pemerintah kabupaten karo,0.7815390825271606
pemerintah kabupaten maybrat,no,pemkab muna barat,0.3920465111732483
pemerintah kabupaten maybrat,no,pemerintah kabupaten muna barat,0.5394353270530701
pemerintah kabupaten maybrat,yes,pemkab maybrat,0.7608702778816223
pemerintah kabupaten minahasa,no,pemerintah kabupaten minahasa utara,0.9407544732093811
pemerintah kabupaten minahasa,no,pemerintah kabupaten minahasa selatan,0.9366310238838196
pemerintah kabupaten minahasa,no,pemkab minahasa tenggara,0.816184937953949
pemerintah kabupaten minahasa,no,pemerintah kabupaten minahasa tenggara,0.9245921969413757
pemerintah kabupaten minahasa,no,pemkab minahasa utara,0.8095475435256958
pemerintah kabupaten minahasa,yes,pemkab minahasa,0.819832444190979
pemerintah kabupaten minahasa,no,pemkab minahasa selatan,0.809381365776062
pemerintah kabupaten minahasa selatan,no,pemkab minahasa,0.7389629483222961
pemerintah kabupaten minahasa selatan,no,pemerintah kabupaten minahasa utara,0.9766411781311035
pemerintah kabupaten minahasa selatan,yes,pemkab minahasa selatan,0.8497704863548279
pemerintah kabupaten minahasa selatan,no,pemerintah kabupaten minahasa tenggara,0.9458346962928772
pemerintah kabupaten minahasa selatan,no,pemkab minahasa tenggara,0.8164933323860168
pemerintah kabupaten minahasa selatan,no,pemerintah kabupaten minahasa,0.9366310238838196
pemerintah kabupaten minahasa selatan,no,pemkab minahasa utara,0.8131493330001831
pemerintah kabupaten minahasa tenggara,no,pemkab minahasa selatan,0.8022801876068115
pemerintah kabupaten minahasa tenggara,no,pemkab minahasa,0.7263494729995728
pemerintah kabupaten minahasa tenggara,no,pemerintah kabupaten minahasa,0.9245921969413757
pemerintah kabupaten minahasa tenggara,no,pemkab minahasa utara,0.7909373641014099
pemerintah kabupaten minahasa tenggara,no,pemerintah kabupaten minahasa utara,0.9464907050132751
pemerintah kabupaten minahasa tenggara,no,pemerintah kabupaten minahasa selatan,0.9458346962928772
pemerintah kabupaten minahasa tenggara,yes,pemkab minahasa tenggara,0.8604943752288818
pemerintah kabupaten morowali,no,pemkab morowali utara,0.8647542595863342
pemerintah kabupaten morowali,yes,pemkab morowali,0.9103159308433533
pemerintah kabupaten morowali,no,pemerintah kabupaten morowali utara,0.9520341157913208
pemerintah kabupaten muna,no,pemkab muna barat,0.6469324231147766
pemerintah kabupaten muna,no,pemerintah kabupaten muna barat,0.866693913936615
pemerintah kabupaten muna,no,pemerintah kabupaten musi,0.6721821427345276
pemerintah kabupaten muna,yes,pemkab muna,0.7356738448143005
pemerintah kabupaten muna barat,yes,pemkab muna barat,0.799509584903717
pemerintah kabupaten muna barat,no,pemkab muna,0.627262532711029
pemerintah kabupaten muna barat,no,pemerintah kabupaten muna,0.866693913936615
pemerintah kabupaten musi rawas utara,no,pemerintah kabupaten musi banyuasin,0.8169082999229431
pemerintah kabupaten musi rawas utara,no,pemkab musi rawas,0.8445738554000854
pemerintah kabupaten musi rawas utara,no,pemerintah kabupaten musi rawas,0.9450339674949646
pemerintah kabupaten musi rawas utara,no,pemkab musi banyuasin,0.6821951270103455
pemerintah kabupaten musi rawas utara,no,pemerintah kabupaten muna,0.5728603601455688
pemerintah kabupaten musi rawas utara,yes,pemkab musi rawas utara,0.9125958681106567
pemerintah kabupaten nias utara,no,pemerintah kabupaten nias selatan,0.9730716943740845
pemerintah kabupaten nias utara,no,pemkab nias selatan,0.8475943207740784
pemerintah kabupaten nias utara,no,pemerintah kabupaten nias barat,0.950226902961731
pemerintah kabupaten nias utara,no,pemkab nias barat,0.8487142324447632
pemerintah kabupaten nias utara,no,pemerintah kabupaten nias,0.9332694411277771
pemerintah kabupaten nias utara,yes,pemkab nias utara,0.855206310749054
pemerintah kabupaten nias utara,no,pemkab nias,0.7703582644462585
pemerintah kabupaten ogan komering ilir,no,pemerintah kabupaten ogan komering ulu,0.9785056710243225
pemerintah kabupaten ogan komering ilir,no,pemkab ogan ilir,0.8173075318336487
pemerintah kabupaten ogan komering ilir,no,pemerintah kabupaten ogan ilir,0.9146538972854614
pemerintah kabupaten ogan komering ilir,no,pemkab ogan komering ulu,0.9189113974571228
pemerintah kabupaten ogan komering ilir,no,pemerintah kabupaten ogan komering ulu timur,0.9651739001274109
pemerintah kabupaten ogan komering ilir,no,pemkab ogan komering ulu timur,0.8989013433456421
pemerintah kabupaten ogan komering ilir,yes,pemkab ogan komering ilir,0.9422503113746643
pemerintah kabupaten ogan komering ilir,no,pemerintah kabupaten ogan komering ulu selatan,0.9680381417274475
pemerintah kabupaten ogan komering ilir,no,pemkab ogan komering ulu selatan,0.908745527267456
pemerintah kabupaten ogan komering ulu,yes,pemkab ogan komering ulu,0.9499505758285522
pemerintah kabupaten ogan komering ulu,no,pemerintah kabupaten ogan komering ulu selatan,0.9823275804519653
pemerintah kabupaten ogan komering ulu,no,pemkab ogan komering ilir,0.9267235994338989
pemerintah kabupaten ogan komering ulu,no,pemerintah kabupaten ogan komering ilir,0.9785056710243225
pemerintah kabupaten ogan komering ulu,no,pemkab ogan komering ulu timur,0.9262662529945374
pemerintah kabupaten ogan komering ulu,no,pemerintah kabupaten ogan komering ulu timur,0.9823818206787109
pemerintah kabupaten ogan komering ulu,no,pemkab ogan komering ulu selatan,0.9335371851921082
pemerintah kabupaten ogan komering ulu,no,pemerintah kabupaten ogan ilir,0.8761130571365356
pemerintah kabupaten ogan komering ulu,no,pemkab ogan ilir,0.7819948196411133
pemerintah kabupaten polewali mandar,no,pemkab pekalongan,0.37902987003326416
pemerintah kabupaten polewali mandar,no,pemerintah kabupaten pekalongan,0.5014030933380127
pemerintah kabupaten polewali mandar,yes,pemkab polewali mandar,0.9181787371635437
pemerintah kabupaten samosir,yes,pemkab samosir,0.8546677827835083
pemerintah kabupaten samosir,no,pemerintah kabupaten toba samosir,0.9132621884346008
pemerintah kabupaten samosir,no,pemkab toba samosir,0.7658740282058716
pemerintah kabupaten sigi,no,pemerintah kabupaten siak,0.6416338682174683
pemerintah kabupaten sigi,yes,pemkab sigi,0.7614122033119202
pemerintah kabupaten solok selatan,yes,pemkab solok selatan,0.8708488345146179
pemerintah kabupaten solok selatan,no,pemerintah kabupaten sorong,0.7539403438568115
pemerintah kabupaten solok selatan,no,pemkab sorong,0.573566198348999
pemerintah kabupaten solok selatan,no,pemerintah kabupaten sorong selatan,0.8433977365493774
pemerintah kabupaten solok selatan,no,pemkab sorong selatan,0.6673129796981812
pemerintah kabupaten solok selatan,no,pemkab solok,0.7778872847557068
pemerintah kabupaten solok selatan,no,pemerintah kabupaten solok,0.9382951259613037
pemerintah kabupaten takalar,no,pemerintah kabupaten tabanan,0.5277879238128662
pemerintah kabupaten takalar,yes,pemkab takalar,0.8726199865341187
pemerintah kabupaten tanah datar,no,pemerintah kabupaten tana toraja,0.7174782156944275
pemerintah kabupaten tanah datar,yes,pemkab tanah datar,0.7327744364738464
pemerintah kabupaten tanah datar,no,pemkab tana toraja,0.5390731692314148
pemerintah kabupaten tapanuli tengah,yes,pemkab tapanuli tengah,0.8845587968826294
pemerintah kabupaten tapanuli tengah,no,pemerintah kabupaten tapanuli utara,0.9510735869407654
pemerintah kabupaten tapanuli tengah,no,pemkab tapanuli utara,0.8340102434158325
pemerintah kabupaten tapanuli tengah,no,pemerintah kabupaten tapanuli selatan,0.9500786662101746
pemerintah kabupaten tapanuli tengah,no,pemkab tapanuli selatan,0.8485533595085144
pemerintah kabupaten teluk wondama,no,pemkab teluk bintuni,0.6048123240470886
pemerintah kabupaten teluk wondama,no,pemerintah kabupaten teluk bintuni,0.6942616701126099
pemerintah kabupaten teluk wondama,yes,pemkab teluk wondama,0.898751974105835
pemerintah kota binjai,no,pemerintah kabupaten sinjai,0.588799774646759
pemerintah kota binjai,no,pemkab sinjai,0.5107020139694214
pemerintah kota binjai,yes,pemkot binjai,0.7902374267578125
pemerintah kota makassar,no,pemerintah kota magelang,0.7404190301895142
pemerintah kota makassar,no,pemerintah kota mataram,0.7892901301383972
pemerintah kota makassar,yes,pemkot makassar,0.7731302976608276
pemerintah kota makassar,no,pemerintah kota malang,0.7545782327651978
pemerintah provinsi sulawesi barat,yes,pemprov sulawesi barat,0.7614128589630127
pemerintah provinsi sulawesi barat,no,pemerintah provinsi sulawesi tengah,0.9247285723686218
pemerintah provinsi sulawesi barat,no,pemprov sulawesi tengah,0.6578332185745239
pemerintah provinsi sulawesi barat,no,pemerintah provinsi sulawesi tenggara,0.9263180494308472
pemerintah provinsi sulawesi barat,no,pemprov sulawesi tenggara,0.6720923185348511
pemerintah provinsi sulawesi barat,no,pemerintah provinsi sulawesi selatan,0.9545067548751831
pemerintah provinsi sulawesi barat,no,pemprov sulawesi utara,0.6734850406646729
pemerintah provinsi sulawesi barat,no,pemerintah provinsi sumbar,0.7553103566169739
pemerintah provinsi sulawesi barat,no,pemerintah provinsi sulawesi utara,0.9420313835144043
pemerintah provinsi sulawesi barat,yes,pemerintah provinsi sulbar,0.7435412406921387
pemerintah provinsi sulawesi barat,no,pemprov sulawesi selatan,0.6806464791297913
pemerintah provinsi sulawesi barat,no,pemprov sumbar,0.47758257389068604
pemerintah provinsi sulawesi selatan,no,pemprov sulawesi tenggara,0.6847126483917236
pemerintah provinsi sulawesi selatan,no,pemprov sulawesi utara,0.7024744153022766
pemerintah provinsi sulawesi selatan,no,pemerintah provinsi sulawesi tenggara,0.9269683957099915
pemerintah provinsi sulawesi selatan,yes,pemprov sulawesi selatan,0.7274425625801086
pemerintah provinsi sulawesi selatan,no,pemerintah provinsi sulawesi utara,0.9676266312599182
pemerintah provinsi sulawesi selatan,yes,pemerintah provinsi sulsel,0.8347192406654358
pemerintah provinsi sulawesi selatan,no,pemerintah provinsi sumsel,0.7435906529426575
pemerintah provinsi sulawesi selatan,no,pemprov sulawesi barat,0.7260257601737976
pemerintah provinsi sulawesi selatan,no,pemerintah provinsi sulawesi tengah,0.9317582845687866
pemerintah provinsi sulawesi selatan,no,pemprov sulawesi tengah,0.6740778684616089
pemerintah provinsi sulawesi selatan,no,pemerintah provinsi sulawesi barat,0.9545067548751831
pemerintah provinsi sulawesi selatan,no,pemprov sumsel,0.45776015520095825
pemerintah provinsi sumatera barat,no,pemprov sumatera utara,0.7066860198974609
pemerintah provinsi sumatera barat,no,pemerintah provinsi sumatera utara,0.9347544312477112
pemerintah provinsi sumatera barat,no,pemerintah provinsi sulbar,0.7075942754745483
pemerintah provinsi sumatera barat,no,pemerintah provinsi sumatera selatan,0.9524134397506714
pemerintah provinsi sumatera barat,no,pemprov sulbar,0.4617680609226227
pemerintah provinsi sumatera barat,yes,pemprov sumatera barat,0.7682298421859741
pemerintah provinsi sumatera barat,no,pemprov sumatera selatan,0.7288261651992798
pemerintah provinsi sumatera barat,yes,pemerintah provinsi sumbar,0.8441165089607239
perum pengangkutan penumpang djakarta (ppd),yes,perum pengangkutan penumpang djakarta,0.7899821996688843
perum pengangkutan penumpang djakarta (ppd),yes,ppd,0.4362610876560211
perum pengangkutan penumpang djakarta (ppd),yes,pengangkutan penumpang djakarta,0.7046079635620117
perum pengangkutan penumpang djakarta (ppd),no,pengangkutan penumpang,0.45069020986557007
perum pengangkutan penumpang djakarta (ppd),no,pengangkutan,0.2711411416530609
perum pengangkutan penumpang djakarta (ppd),no,penumpang djakarta,0.6816627383232117
perum pengangkutan penumpang djakarta (ppd),no,penumpang,0.2808672785758972
perum pengangkutan penumpang djakarta (ppd),yes,perum pengangkutan penumpang,0.5398285388946533
"pt adhi karya (persero), tbk.",yes,pt adhi karya,0.67878657579422
"pt adhi karya (persero), tbk.",yes,adhi karya,0.43742862343788147
"pt adhi karya (persero), tbk.",yes,adhi,0.3567218482494354
"pt adhi karya (persero), tbk.",no,karya,0.415902704000473
"pt adhi karya (persero), tbk.",yes,pt adhi,0.6269884705543518
"pt adhi karya (persero), tbk.",no,pt karya,0.5718989968299866
