instansi,status,reference,similiarity
pemerintah kabupaten lombok barat,no,pemerintah kabupaten lombok utara,0.9898103475570679
pemerintah kabupaten lombok barat,no,pemkab lombok utara,0.9236450791358948
pemerintah kabupaten lombok barat,no,pemkab lombok timur,0.9225469827651978
pemerintah kabupaten lombok barat,no,pemerintah kabupaten lombok timur,0.990884006023407
pemerintah kabupaten lombok utara,no,pemkab lombok tengah,0.9321689009666443
pemerintah kabupaten lombok utara,no,pemerintah kabupaten lombok barat,0.9898103475570679
pemerintah kabupaten lombok utara,no,pemkab lombok barat,0.9316031336784363
pemerintah kabupaten lombok utara,no,pemerintah kabupaten lombok tengah,0.9867255687713623
pemerintah kabupaten lombok utara,yes,pemkab lombok utara,0.9393772482872009
pemerintah kabupaten lombok utara,no,pemerintah kabupaten lombok timur,0.991809070110321
pemerintah kabupaten lombok utara,no,pemkab lombok timur,0.9281651377677917
pemerintah kabupaten nabire,no,partai ummat kabupaten nabire,0.8691743612289429
pemerintah kabupaten nabire,yes,pemkab nabire,0.9039961695671082
pemerintah kabupaten nabire,no,bps kabupaten nabire,0.913668692111969
pemerintah kabupaten nabire,no,badan pusat statistik kabupaten nabire,0.9098443984985352
pemerintah kabupaten nagekeo,no,natgeo,0.5429365038871765
pemerintah kabupaten nagekeo,yes,pemkab nagekeo,0.938893735408783
pemerintah kabupaten natuna,no,laut natuna,0.8109384775161743
pemerintah kabupaten natuna,yes,pemkab natuna,0.9451452493667603
pemerintah kabupaten nunukan,no,pemerintah kabupaten pasuruan,0.9121105670928955
pemerintah kabupaten nunukan,no,pemkab pasuruan,0.8579037189483643
pemerintah kabupaten nunukan,yes,pemkab nunukan,0.9555827975273132
pemerintah kabupaten sarmi,yes,pemkab sarmi,0.929095983505249
pemerintah kabupaten sarmi,no,pemerintah kabupaten seram,0.936953604221344
pemerintah kabupaten sarmi,no,pemkab seram,0.8591102957725525
pemerintah kabupaten seram bagian barat,no,pemkab seram bagian timur,0.9200354218482971
pemerintah kabupaten seram bagian barat,yes,pemkab seram bagian barat,0.9322270154953003
pemerintah kabupaten seram bagian barat,yes,pemkab seram barat,0.8903595209121704
pemerintah kabupaten seram bagian barat,yes,pemerintah kabupaten seram barat,0.9709852337837219
pemerintah kabupaten seram bagian barat,no,pemerintah kabupaten seram bagian timur,0.9935073256492615
pemerintah kabupaten seram bagian barat,no,pemerintah kabupaten seram timur,0.9670438766479492
pemerintah kabupaten seram bagian barat,no,pemkab seram timur,0.8775151371955872
pemerintah kabupaten sikka,no,kpu kabupaten sikka,0.883414089679718
pemerintah kabupaten sikka,yes,pemkab sikka,0.9183773994445801
pemerintah kabupaten sikka,no,bps kabupaten sikka,0.8762784600257874
pemerintah kabupaten sikka,no,komisi pemilihan umum kabupaten sikka,0.8358460664749146
pemerintah kabupaten sikka,no,badan pusat statistuk kabupaten sikka,0.892069935798645
pemerintah kabupaten simeulue,no,bps kabupaten simeulue,0.9180821776390076
pemerintah kabupaten simeulue,yes,pemkab simeulue,0.9387633800506592
pemerintah kabupaten simeulue,no,pulau simeulue,0.8390951752662659
pemerintah kabupaten simeulue,no,badan pusat statistik kabupaten simeulue,0.9134953022003174
pemerintah kabupaten tana tidung,no,pemkab tanah bumbu,0.8262771368026733
pemerintah kabupaten tana tidung,no,pemerintah kabupaten tanah laut,0.913712739944458
pemerintah kabupaten tana tidung,yes,pemkab tana tidung,0.9545372128486633
pemerintah kabupaten tana tidung,no,pemkab tanah laut,0.7905198931694031
pemerintah kabupaten tana tidung,no,pemerintah kabupaten tanah bumbu,0.9039110541343689
pemerintah kabupaten tana tidung,yes,pemerintah ktt,0.6931611895561218
pemerintah kabupaten tolikara,no,bps kabupaten tolikara,0.8939346075057983
pemerintah kabupaten tolikara,yes,pemkab tolikara,0.9247238636016846
pemerintah kabupaten tolikara,no,badan pusat statistik tolikara,0.8803063035011292
pemerintah kabupaten tolikara,no,bps tolikara,0.8568271994590759
pemerintah kabupaten tolikara,no,badan pusat statistik kabupaten tolikara,0.908063530921936
pemerintah kabupaten yahukimo,yes,pemkab yahukimo,0.9530627727508545
pemerintah kabupaten yahukimo,no,pemkab yalimo,0.8900517225265503
pemerintah kabupaten yahukimo,no,pemerintah kabupaten yalimo,0.9486022591590881
pemerintah kota banda aceh,no,pemkab aceh besar,0.8941624760627747
pemerintah kota banda aceh,no,pemerintah kabupaten aceh tengah,0.9279629588127136
pemerintah kota banda aceh,yes,pemkot banda aceh,0.9335182905197144
pemerintah kota banda aceh,no,pemerintah provinsi nanggroe aceh darusalam,0.942764937877655
pemerintah kota banda aceh,no,pemkab aceh tengah,0.8977171182632446
pemerintah kota banda aceh,no,pemerintah kota bandar lampung,0.9468812942504883
pemerintah kota banda aceh,no,pemerintah kabupaten aceh jaya,0.9360865354537964
pemerintah kota banda aceh,no,pemkab aceh barat,0.8954927325248718
pemerintah kota banda aceh,no,pemerintah kabupaten aceh barat,0.9241741299629211
pemerintah kota banda aceh,no,pemerintah kabupaten aceh timur,0.9292900562286377
pemerintah kota banda aceh,no,pemkab aceh jaya,0.8825629949569702
pemerintah kota banda aceh,no,pemkot bandar lampung,0.9100673794746399
pemerintah kota banda aceh,no,pemkab aceh timur,0.8916996717453003
pemerintah kota banda aceh,no,pemerintah kabupaten aceh selatan,0.929233729839325
pemerintah kota banda aceh,no,pemkab aceh tamiang,0.9075523614883423
pemerintah kota banda aceh,no,pemerintah kabupaten aceh tamiang,0.9266254305839539
pemerintah kota banda aceh,no,pemkab aceh barat daya,0.8666959404945374
pemerintah kota banda aceh,no,pemerintah kabupaten aceh barat daya,0.901150107383728
pemerintah kota banda aceh,no,pemkab aceh singkil,0.8683264255523682
pemerintah kota banda aceh,no,pemerintah kabupaten aceh singkil,0.9248863458633423
pemerintah kota banda aceh,no,pemkab aceh selatan,0.8967212438583374
pemerintah kota banda aceh,no,pemkab aceh tenggara,0.8821024894714355
pemerintah kota banda aceh,no,pemerintah kabupaten aceh tenggara,0.9190620183944702
pemerintah kota banda aceh,no,pemkab aceh utara,0.893229067325592
pemerintah kota banda aceh,no,pemerintah kabupaten aceh utara,0.9272611737251282
pemerintah kota banda aceh,no,pemerintah kabupaten aceh besar,0.9280276894569397
pemerintah kota banda aceh,no,pemprov nanggroe aceh darusalam,0.9104129672050476
pemerintah kota batam,no,pemerintah kota mataram,0.8955694437026978
pemerintah kota batam,no,batan,0.5846025347709656
pemerintah kota batam,no,pemkot mataram,0.8357999920845032
pemerintah kota batam,yes,pemkot batam,0.9286519289016724
pemerintah kota ternate,yes,pemkot ternate,0.9271760582923889
pemerintah kota ternate,no,kesultanan ternate,0.8745682239532471
pemerintah provinsi kalimantan selatan,yes,pemprov kalimantan selatan,0.9070537686347961
pemerintah provinsi kalimantan selatan,yes,pemerintah provinsi kalsel,0.9388964176177979
pemerintah provinsi kalimantan selatan,yes,pemprov kalsel,0.822672426700592
pemerintah provinsi kalimantan selatan,no,pemerintah provinsi kalimantan tengah,0.9860398769378662
pemerintah provinsi kalimantan selatan,no,pemprov kalimantan utara,0.8912553787231445
pemerintah provinsi kalimantan selatan,no,pemerintah provinsi kalimantan timur,0.9897028207778931
pemerintah provinsi kalimantan selatan,no,pemprov kalimantan timur,0.8861849308013916
pemerintah provinsi kalimantan selatan,no,pemprov kalimantan tengah,0.8907404541969299
pemerintah provinsi kalimantan selatan,no,pemerintah provinsi kalimantan utara,0.9939666986465454
pemerintah provinsi kepulauan bangka belitung,no,pemkab bangka,0.8685770034790039
pemerintah provinsi kepulauan bangka belitung,yes,pemprov kepulauan babel,0.8723651766777039
pemerintah provinsi kepulauan bangka belitung,yes,pemerintah provinsi kepulauan babel,0.9650796055793762
pemerintah provinsi kepulauan bangka belitung,yes,pemerintah provinsi babel,0.949375569820404
pemerintah provinsi kepulauan bangka belitung,yes,pemprov babel,0.8522363305091858
pemerintah provinsi kepulauan bangka belitung,no,pemerintah kabupaten bangka,0.9522221684455872
pemerintah provinsi kepulauan bangka belitung,yes,pemprov bangka belitung,0.9292415380477905
pemerintah provinsi kepulauan bangka belitung,yes,pemerintah provinsi bangka belitung,0.9934529066085815
pemerintah provinsi kepulauan bangka belitung,yes,pemprov kepulauan bangka belitung,0.9434154033660889
pemerintah kabupaten banggai kepulauan,no,pemerintah kabupaten kepulauan talaud,0.9561499953269958
pemerintah kabupaten banggai kepulauan,no,pemerintah kabupaten banggai laut,0.9721182584762573
pemerintah kabupaten banggai kepulauan,no,pemkab banggai laut,0.8586158752441406
pemerintah kabupaten banggai kepulauan,no,pemkab banggai,0.907316267490387
pemerintah kabupaten banggai kepulauan,yes,pemkab banggai kepulauan,0.9401412606239319
pemerintah kabupaten banggai kepulauan,no,pemerintah kabupaten banggai,0.9724597334861755
pemerintah kabupaten banggai kepulauan,no,pemerintah kabupaten kepulauan sangihe,0.9428572654724121
pemerintah kabupaten banggai kepulauan,no,pemerintah kabupaten kepulauan selayar,0.9124208688735962
pemerintah kabupaten banggai kepulauan,no,pemkab kepulauan selayar,0.8705021739006042
pemerintah kabupaten banggai kepulauan,no,pemerintah kabupaten konawe kepulauan,0.9481136798858643
pemerintah kabupaten banggai kepulauan,no,pemkab konawe kepulauan,0.8862776160240173
pemerintah kabupaten banggai kepulauan,no,pemkab kepulauan sangihe,0.9040859937667847
pemerintah kabupaten banggai kepulauan,no,pemkab kepulauan siau tagulandang biaro,0.8771123886108398
pemerintah kabupaten banggai kepulauan,no,pemerintah kabupaten kepulauan mentawai,0.932662844657898
pemerintah kabupaten banggai kepulauan,no,pemkab kepulauan mentawai,0.8822529911994934
pemerintah kabupaten banggai kepulauan,no,pemkab pangkajene kepulauan,0.8864514827728271
pemerintah kabupaten banggai kepulauan,no,pemerintah kabupaten pangkajene kepulauan,0.9482579827308655
pemerintah kabupaten banggai kepulauan,no,pemkab kepulauan meranti,0.8742102384567261
pemerintah kabupaten banggai kepulauan,no,pemerintah kabupaten kepulauan meranti,0.9221388697624207
pemerintah kabupaten banggai kepulauan,no,pemkab kepulauan talaud,0.8852241635322571
pemerintah kabupaten banggai kepulauan,no,pemerintah kabupaten kepulauan siau tagulandang biaro,0.9267758727073669
pemerintah kabupaten bolaang mongondow,no,pemerintah kabupaten bolaang mongondow timur,0.9842897653579712
pemerintah kabupaten bolaang mongondow,no,pemkab bolaang mongondow timur,0.9392009973526001
pemerintah kabupaten bolaang mongondow,no,pemerintah kabupaten bolaang mongondow selatan,0.9889912009239197
pemerintah kabupaten bolaang mongondow,yes,pemkab bolaang mongondow,0.9529012441635132
pemerintah kabupaten bolaang mongondow,no,pemkab bolaang mongondow selatan,0.940761923789978
pemerintah kabupaten bolaang mongondow,no,pemerintah kabupaten bolaang mongondow utara,0.9880062937736511
pemerintah kabupaten bolaang mongondow,no,pemkab bolaang mongondow utara,0.9410126805305481
pemerintah kabupaten buton tengah,no,pemerintah kabupaten buton,0.9780181050300598
pemerintah kabupaten buton tengah,no,pemkab buton selatan,0.9082930088043213
pemerintah kabupaten buton tengah,no,pemerintah kabupaten buton selatan,0.9867505431175232
pemerintah kabupaten buton tengah,no,pemkab buton utara,0.9073935747146606
pemerintah kabupaten buton tengah,no,pemerintah kabupaten buton utara,0.9866892695426941
pemerintah kabupaten buton tengah,no,pemkab buton,0.8912890553474426
pemerintah kabupaten buton tengah,yes,pemkab buton tengah,0.926121175289154
pemerintah kabupaten dairi,yes,pemkab dairi,0.9226022958755493
pemerintah kabupaten dairi,no,pemerintah kabupaten deiyai,0.9210789799690247
pemerintah kabupaten enrekang,no,pemkab ketapang,0.8043767213821411
pemerintah kabupaten enrekang,no,pemerintah kabupaten ketapang,0.8957092761993408
pemerintah kabupaten enrekang,yes,pemkab enrekang,0.9357569813728333
pemerintah kabupaten humbang hasundutan,no,pemerintah kabupaten jombang,0.8691954612731934
pemerintah kabupaten humbang hasundutan,no,pemkab jombang,0.8162473440170288
pemerintah kabupaten humbang hasundutan,yes,pemkab humbang hasundutan,0.9194850921630859
pemerintah kabupaten indragiri hilir,no,pemkab indragiri hulu,0.9378657341003418
pemerintah kabupaten indragiri hilir,no,pemerintah kabupaten indragiri hulu,0.991172730922699
pemerintah kabupaten indragiri hilir,yes,pemkab indragiri hilir,0.9448828101158142
pemerintah kabupaten konawe kepulauan,no,pemerintah kabupaten kepulauan mentawai,0.9467741250991821
pemerintah kabupaten konawe kepulauan,yes,pemkab konawe kepulauan,0.9234284162521362
pemerintah kabupaten konawe kepulauan,no,pemkab banggai kepulauan,0.8769492506980896
pemerintah kabupaten konawe kepulauan,no,pemerintah kabupaten kepulauan meranti,0.9425621628761292
pemerintah kabupaten konawe kepulauan,no,pemerintah kabupaten kepulauan selayar,0.9222747087478638
pemerintah kabupaten konawe kepulauan,no,pemerintah kabupaten konawe utara,0.9770616888999939
pemerintah kabupaten konawe kepulauan,no,pemkab kepulauan meranti,0.883933424949646
pemerintah kabupaten konawe kepulauan,no,pemkab kepulauan siau tagulandang biaro,0.85302734375
pemerintah kabupaten konawe kepulauan,no,pemerintah kabupaten kepulauan siau tagulandang biaro,0.9091947078704834
pemerintah kabupaten konawe kepulauan,no,pemkab kepulauan mentawai,0.8825483322143555
pemerintah kabupaten konawe kepulauan,no,pemkab kepulauan sangihe,0.8932116627693176
pemerintah kabupaten konawe kepulauan,no,pemkab konawe,0.9030348062515259
pemerintah kabupaten konawe kepulauan,no,pemerintah kabupaten konawe selatan,0.9782754778862
pemerintah kabupaten konawe kepulauan,no,pemerintah kabupaten kepulauan talaud,0.9647889137268066
pemerintah kabupaten konawe kepulauan,no,pemerintah kabupaten konawe,0.9778585433959961
pemerintah kabupaten konawe kepulauan,no,pemkab kepulauan talaud,0.8696144223213196
pemerintah kabupaten konawe kepulauan,no,pemerintah kabupaten kepulauan sangihe,0.954886794090271
pemerintah kabupaten konawe kepulauan,no,pemkab konawe selatan,0.9042696356773376
pemerintah kabupaten konawe kepulauan,no,pemkab kepulauan selayar,0.8716443181037903
pemerintah kabupaten konawe kepulauan,no,pemerintah kabupaten banggai kepulauan,0.9481136798858643
pemerintah kabupaten konawe kepulauan,no,pemkab konawe utara,0.8948656320571899
pemerintah kabupaten konawe kepulauan,no,pemkab pangkajene kepulauan,0.8802288174629211
pemerintah kabupaten konawe kepulauan,no,pemerintah kabupaten pangkajene kepulauan,0.9557116031646729
pemerintah kabupaten labuhanbatu,no,pemerintah kabupaten labuhanbatu utara,0.9784979820251465
pemerintah kabupaten labuhanbatu,no,pemkab labuhanbatu utara,0.9296739101409912
pemerintah kabupaten labuhanbatu,yes,pemkab labuhanbatu,0.9570869207382202
pemerintah kabupaten labuhanbatu,no,pemerintah kabupaten labuhanbatu selatan,0.980330765247345
pemerintah kabupaten labuhanbatu,no,pemkab labuhanbatu selatan,0.9353193640708923
pemerintah kabupaten labuhanbatu selatan,no,pemerintah kabupaten labuhanbatu,0.980330765247345
pemerintah kabupaten labuhanbatu selatan,no,pemkab labuhanbatu,0.9344425201416016
pemerintah kabupaten labuhanbatu selatan,no,pemkab labuhanbatu utara,0.9375649094581604
pemerintah kabupaten labuhanbatu selatan,no,pemerintah kabupaten labuhanbatu utara,0.9916130900382996
pemerintah kabupaten labuhanbatu selatan,yes,pemkab labuhanbatu selatan,0.9491353034973145
pemerintah kabupaten luwu,no,pemkab luwu utara,0.9019954800605774
pemerintah kabupaten luwu,no,pemerintah kabupaten luwu utara,0.9741867780685425
pemerintah kabupaten luwu,no,pemerintah kabupaten luwu timur,0.9706364870071411
pemerintah kabupaten luwu,no,pemkab luwu timur,0.8858212232589722
pemerintah kabupaten luwu,yes,pemkab luwu,0.9239686727523804
pemerintah kabupaten maros,yes,pemkab maros,0.9294571876525879
pemerintah kabupaten maros,no,pemkab muaro,0.8398993611335754
pemerintah kabupaten maros,no,pemerintah kabupaten muaro,0.8605624437332153
pemerintah kabupaten maros,no,pemkab karo,0.8405513167381287
pemerintah kabupaten maros,no,pemerintah kabupaten karo,0.9172065854072571
pemerintah kabupaten maybrat,no,pemkab muna barat,0.8528590798377991
pemerintah kabupaten maybrat,no,pemerintah kabupaten muna barat,0.8997319936752319
pemerintah kabupaten maybrat,yes,pemkab maybrat,0.9290981292724609
pemerintah kabupaten minahasa,no,pemerintah kabupaten minahasa utara,0.9807986617088318
pemerintah kabupaten minahasa,no,pemerintah kabupaten minahasa selatan,0.9805259108543396
pemerintah kabupaten minahasa,no,pemkab minahasa tenggara,0.9286667108535767
pemerintah kabupaten minahasa,no,pemerintah kabupaten minahasa tenggara,0.9768101572990417
pemerintah kabupaten minahasa,no,pemkab minahasa utara,0.9306695461273193
pemerintah kabupaten minahasa,yes,pemkab minahasa,0.9354556798934937
pemerintah kabupaten minahasa,no,pemkab minahasa selatan,0.9288058876991272
pemerintah kabupaten minahasa selatan,no,pemkab minahasa,0.9100201725959778
pemerintah kabupaten minahasa selatan,no,pemerintah kabupaten minahasa utara,0.9912272691726685
pemerintah kabupaten minahasa selatan,yes,pemkab minahasa selatan,0.9368063807487488
pemerintah kabupaten minahasa selatan,no,pemerintah kabupaten minahasa tenggara,0.9775418639183044
pemerintah kabupaten minahasa selatan,no,pemkab minahasa tenggara,0.9161406755447388
pemerintah kabupaten minahasa selatan,no,pemerintah kabupaten minahasa,0.9805259108543396
pemerintah kabupaten minahasa selatan,no,pemkab minahasa utara,0.9299778342247009
pemerintah kabupaten minahasa tenggara,no,pemkab minahasa selatan,0.909886360168457
pemerintah kabupaten minahasa tenggara,no,pemkab minahasa,0.8982642889022827
pemerintah kabupaten minahasa tenggara,no,pemerintah kabupaten minahasa,0.9768101572990417
pemerintah kabupaten minahasa tenggara,no,pemkab minahasa utara,0.9128919839859009
pemerintah kabupaten minahasa tenggara,no,pemerintah kabupaten minahasa utara,0.9799590110778809
pemerintah kabupaten minahasa tenggara,no,pemerintah kabupaten minahasa selatan,0.9775418639183044
pemerintah kabupaten minahasa tenggara,yes,pemkab minahasa tenggara,0.9366551041603088
pemerintah kabupaten morowali,no,pemkab morowali utara,0.91635662317276
pemerintah kabupaten morowali,yes,pemkab morowali,0.9385758638381958
pemerintah kabupaten morowali,no,pemerintah kabupaten morowali utara,0.9780330657958984
pemerintah kabupaten muna,no,pemkab muna barat,0.8724029064178467
pemerintah kabupaten muna,no,pemerintah kabupaten muna barat,0.9563775658607483
pemerintah kabupaten muna,no,pemerintah kabupaten musi,0.835432767868042
pemerintah kabupaten muna,yes,pemkab muna,0.9146321415901184
pemerintah kabupaten muna barat,yes,pemkab muna barat,0.9263483285903931
pemerintah kabupaten muna barat,no,pemkab muna,0.884669840335846
pemerintah kabupaten muna barat,no,pemerintah kabupaten muna,0.9563775658607483
pemerintah kabupaten musi rawas utara,no,pemerintah kabupaten musi banyuasin,0.9482155442237854
pemerintah kabupaten musi rawas utara,no,pemkab musi rawas,0.9292140603065491
pemerintah kabupaten musi rawas utara,no,pemerintah kabupaten musi rawas,0.9828328490257263
pemerintah kabupaten musi rawas utara,no,pemkab musi banyuasin,0.908983588218689
pemerintah kabupaten musi rawas utara,no,pemerintah kabupaten muna,0.8723198771476746
pemerintah kabupaten musi rawas utara,yes,pemkab musi rawas utara,0.9413325190544128
pemerintah kabupaten nias utara,no,pemerintah kabupaten nias selatan,0.9933019280433655
pemerintah kabupaten nias utara,no,pemkab nias selatan,0.9296514987945557
pemerintah kabupaten nias utara,no,pemerintah kabupaten nias barat,0.9882915616035461
pemerintah kabupaten nias utara,no,pemkab nias barat,0.9213740229606628
pemerintah kabupaten nias utara,no,pemerintah kabupaten nias,0.9778311848640442
pemerintah kabupaten nias utara,yes,pemkab nias utara,0.9343662261962891
pemerintah kabupaten nias utara,no,pemkab nias,0.9104834794998169
pemerintah kabupaten ogan komering ilir,no,pemerintah kabupaten ogan komering ulu,0.985614001750946
pemerintah kabupaten ogan komering ilir,no,pemkab ogan ilir,0.8971608877182007
pemerintah kabupaten ogan komering ilir,no,pemerintah kabupaten ogan ilir,0.9768911600112915
pemerintah kabupaten ogan komering ilir,no,pemkab ogan komering ulu,0.9448601007461548
pemerintah kabupaten ogan komering ilir,no,pemerintah kabupaten ogan komering ulu timur,0.9838951826095581
pemerintah kabupaten ogan komering ilir,no,pemkab ogan komering ulu timur,0.9355254173278809
pemerintah kabupaten ogan komering ilir,yes,pemkab ogan komering ilir,0.9517073035240173
pemerintah kabupaten ogan komering ilir,no,pemerintah kabupaten ogan komering ulu selatan,0.9855602979660034
pemerintah kabupaten ogan komering ilir,no,pemkab ogan komering ulu selatan,0.9408522248268127
pemerintah kabupaten ogan komering ulu,yes,pemkab ogan komering ulu,0.9516436457633972
pemerintah kabupaten ogan komering ulu,no,pemerintah kabupaten ogan komering ulu selatan,0.9941142201423645
pemerintah kabupaten ogan komering ulu,no,pemkab ogan komering ilir,0.935469925403595
pemerintah kabupaten ogan komering ulu,no,pemerintah kabupaten ogan komering ilir,0.985614001750946
pemerintah kabupaten ogan komering ulu,no,pemkab ogan komering ulu timur,0.9396767020225525
pemerintah kabupaten ogan komering ulu,no,pemerintah kabupaten ogan komering ulu timur,0.9928642511367798
pemerintah kabupaten ogan komering ulu,no,pemkab ogan komering ulu selatan,0.9456358551979065
pemerintah kabupaten ogan komering ulu,no,pemerintah kabupaten ogan ilir,0.9557240605354309
pemerintah kabupaten ogan komering ulu,no,pemkab ogan ilir,0.8737504482269287
pemerintah kabupaten polewali mandar,no,pemkab pekalongan,0.8482323884963989
pemerintah kabupaten polewali mandar,no,pemerintah kabupaten pekalongan,0.9288244247436523
pemerintah kabupaten polewali mandar,yes,pemkab polewali mandar,0.9459711909294128
pemerintah kabupaten samosir,yes,pemkab samosir,0.942091703414917
pemerintah kabupaten samosir,no,pemerintah kabupaten toba samosir,0.973645806312561
pemerintah kabupaten samosir,no,pemkab toba samosir,0.9207987189292908
pemerintah kabupaten sigi,no,pemerintah kabupaten siak,0.8720057606697083
pemerintah kabupaten sigi,yes,pemkab sigi,0.8971531391143799
pemerintah kabupaten solok selatan,yes,pemkab solok selatan,0.9434971213340759
pemerintah kabupaten solok selatan,no,pemerintah kabupaten sorong,0.9189856052398682
pemerintah kabupaten solok selatan,no,pemkab sorong,0.8484068512916565
pemerintah kabupaten solok selatan,no,pemerintah kabupaten sorong selatan,0.9555342197418213
pemerintah kabupaten solok selatan,no,pemkab sorong selatan,0.8795757293701172
pemerintah kabupaten solok selatan,no,pemkab solok,0.9143783450126648
pemerintah kabupaten solok selatan,no,pemerintah kabupaten solok,0.9868738055229187
pemerintah kabupaten takalar,no,pemerintah kabupaten tabanan,0.8622963428497314
pemerintah kabupaten takalar,yes,pemkab takalar,0.9438427686691284
pemerintah kabupaten tanah datar,no,pemerintah kabupaten tana toraja,0.919338583946228
pemerintah kabupaten tanah datar,yes,pemkab tanah datar,0.8800565600395203
pemerintah kabupaten tanah datar,no,pemkab tana toraja,0.8583272099494934
pemerintah kabupaten tapanuli tengah,yes,pemkab tapanuli tengah,0.949244499206543
pemerintah kabupaten tapanuli tengah,no,pemerintah kabupaten tapanuli utara,0.9891098737716675
pemerintah kabupaten tapanuli tengah,no,pemkab tapanuli utara,0.9287769198417664
pemerintah kabupaten tapanuli tengah,no,pemerintah kabupaten tapanuli selatan,0.9915414452552795
pemerintah kabupaten tapanuli tengah,no,pemkab tapanuli selatan,0.9292473196983337
pemerintah kabupaten teluk wondama,no,pemkab teluk bintuni,0.9297486543655396
pemerintah kabupaten teluk wondama,no,pemerintah kabupaten teluk bintuni,0.9669462442398071
pemerintah kabupaten teluk wondama,yes,pemkab teluk wondama,0.9609244465827942
pemerintah kota binjai,no,pemerintah kabupaten sinjai,0.8651098608970642
pemerintah kota binjai,no,pemkab sinjai,0.8371327519416809
pemerintah kota binjai,yes,pemkot binjai,0.9269518852233887
pemerintah kota makassar,no,pemerintah kota magelang,0.8986237645149231
pemerintah kota makassar,no,pemerintah kota mataram,0.9155310988426208
pemerintah kota makassar,yes,pemkot makassar,0.883640468120575
pemerintah kota makassar,no,pemerintah kota malang,0.9158263802528381
pemerintah provinsi sulawesi barat,yes,pemprov sulawesi barat,0.9227908849716187
pemerintah provinsi sulawesi barat,no,pemerintah provinsi sulawesi tengah,0.9842042922973633
pemerintah provinsi sulawesi barat,no,pemprov sulawesi tengah,0.9126833081245422
pemerintah provinsi sulawesi barat,no,pemerintah provinsi sulawesi tenggara,0.9818209409713745
pemerintah provinsi sulawesi barat,no,pemprov sulawesi tenggara,0.8968210220336914
pemerintah provinsi sulawesi barat,no,pemerintah provinsi sulawesi selatan,0.9908139109611511
pemerintah provinsi sulawesi barat,no,pemprov sulawesi utara,0.9009698033332825
pemerintah provinsi sulawesi barat,no,pemerintah provinsi sumbar,0.9328121542930603
pemerintah provinsi sulawesi barat,no,pemerintah provinsi sulawesi utara,0.9888479113578796
pemerintah provinsi sulawesi barat,yes,pemerintah provinsi sulbar,0.9445791244506836
pemerintah provinsi sulawesi barat,no,pemprov sulawesi selatan,0.914567768573761
pemerintah provinsi sulawesi barat,no,pemprov sumbar,0.832472026348114
pemerintah provinsi sulawesi selatan,no,pemprov sulawesi tenggara,0.8890385627746582
pemerintah provinsi sulawesi selatan,no,pemprov sulawesi utara,0.8972761631011963
pemerintah provinsi sulawesi selatan,no,pemerintah provinsi sulawesi tenggara,0.9833207726478577
pemerintah provinsi sulawesi selatan,yes,pemprov sulawesi selatan,0.9134833216667175
pemerintah provinsi sulawesi selatan,no,pemerintah provinsi sulawesi utara,0.9937595129013062
pemerintah provinsi sulawesi selatan,yes,pemerintah provinsi sulsel,0.91679447889328
pemerintah provinsi sulawesi selatan,no,pemerintah provinsi sumsel,0.9169783592224121
pemerintah provinsi sulawesi selatan,no,pemprov sulawesi barat,0.9043595194816589
pemerintah provinsi sulawesi selatan,no,pemerintah provinsi sulawesi tengah,0.9873942732810974
pemerintah provinsi sulawesi selatan,no,pemprov sulawesi tengah,0.9070398211479187
pemerintah provinsi sulawesi selatan,no,pemerintah provinsi sulawesi barat,0.9908139109611511
pemerintah provinsi sulawesi selatan,no,pemprov sumsel,0.8177760243415833
pemerintah provinsi sumatera barat,no,pemprov sumatera utara,0.9062616229057312
pemerintah provinsi sumatera barat,no,pemerintah provinsi sumatera utara,0.9893234968185425
pemerintah provinsi sumatera barat,no,pemerintah provinsi sulbar,0.9429059624671936
pemerintah provinsi sumatera barat,no,pemerintah provinsi sumatera selatan,0.9915868043899536
pemerintah provinsi sumatera barat,no,pemprov sulbar,0.8335121273994446
pemerintah provinsi sumatera barat,yes,pemprov sumatera barat,0.9280490279197693
pemerintah provinsi sumatera barat,no,pemprov sumatera selatan,0.920854926109314
pemerintah provinsi sumatera barat,yes,pemerintah provinsi sumbar,0.9556580185890198
perum pengangkutan penumpang djakarta (ppd),yes,perum pengangkutan penumpang djakarta,0.9011776447296143
perum pengangkutan penumpang djakarta (ppd),yes,ppd,0.7267792224884033
perum pengangkutan penumpang djakarta (ppd),yes,pengangkutan penumpang djakarta,0.7867394089698792
perum pengangkutan penumpang djakarta (ppd),no,pengangkutan penumpang,0.6868444085121155
perum pengangkutan penumpang djakarta (ppd),no,pengangkutan,0.6169923543930054
perum pengangkutan penumpang djakarta (ppd),no,penumpang djakarta,0.7498601675033569
perum pengangkutan penumpang djakarta (ppd),no,penumpang,0.623410165309906
perum pengangkutan penumpang djakarta (ppd),yes,perum pengangkutan penumpang,0.8563169836997986
"pt adhi karya (persero), tbk.",yes,pt adhi karya,0.766808271408081
"pt adhi karya (persero), tbk.",yes,adhi karya,0.7284738421440125
"pt adhi karya (persero), tbk.",yes,adhi,0.6670119166374207
"pt adhi karya (persero), tbk.",no,karya,0.6161271929740906
"pt adhi karya (persero), tbk.",yes,pt adhi,0.7302826046943665
"pt adhi karya (persero), tbk.",no,pt karya,0.7210928797721863
